companycode,inn,ogrn,kpp,name,address,hr-agency,url,site,phone,fax,email,code_industry_branch
1105473004944,5408279573,1105473004944,540801001,"Общество с ограниченной ответственностью ""Приз""","Новосибирская область, 630060, г Новосибирск, ул Тимакова, д. 4, корп. 2, 83.116155, 54.887828",,https://trudvsem.ru/company/1105473004944,,+7(913)9453652,,prize2010-elena@mail.ru,
1165476120754,5407955571,1165476120754,540701001,"Общество с ограниченной ответственностью ""Супермаркет ТЦ""","Новосибирская область, 630090, г Новосибирск, ул Ильича, д. 6, 83.095736, 54.839095",,https://trudvsem.ru/company/1165476120754,,+7(383)3305570,,molodoi1119@yandex.ru,
1025403642021,5408164981,1025403642021,540801001,"Общество с ограниченой ответственной ""Ассоциация""","Новосибирская область, 632770, с Баган, р-н Баганский, ул Советская, д. 1, 77.656634, 54.098631",,https://trudvsem.ru/company/1025403642021,,+7(38353)21449,,bag_elevator@mail.ru,
1025406225250,5429105151,1025406225250,542901001,Муниципальное бюджетное общеобразовательное учреждение Копкульская средняя общеобразовательная школа,"Новосибирская область, 632760, с Копкуль, р-н Купинский, 77.63485, 54.392601",,https://trudvsem.ru/company/1025406225250,,+724571,,kopschool@yandex.ru,
1097746819720,7706729736,1097746819720,770601001,АО Гринатом,"Новосибирская область, 630110, г Новосибирск, ул Богдана Хмельницкого, д. 94, 82.977778, 55.089331",,https://trudvsem.ru/company/1097746819720,,+7(3823)523201,,rfshkurina@greenatom.ru,
1055403042640,5403177063,1055403042640,540401001,"Общество с ограниченной ответственностью ПФ ""Город Мастеров""","Новосибирская область, 630024, г Новосибирск, ул Бетонная, д. 8, 82.914716, 54.961134",,https://trudvsem.ru/company/1055403042640,,+7(383)3835782 доб. 115,,timofeeva@gorod-master.ru,
1115476129603,5408290672,1115476129603,540801001,"Общество с ограниченной ответственностью ""Овермобайл""","Новосибирская область, 630055, г Новосибирск, ул Мусы Джалиля, д. 3/1, офис 507, 83.090858, 54.863316",,https://trudvsem.ru/company/1115476129603,,+7(383)3750156,,zinoveva@overmobile.ru,
317547600129002,540957457844,317547600129002,nan,Индивидуальный предприниматель Харланова Елена Ивановна,"Новосибирская область, 630015, г Новосибирск, ул Николая Островского, д. 188, 82.948232, 55.052278",,https://trudvsem.ru/company/317547600129002,,+7(913)7475888,,alena_sh76@mail.ru,
1025403647191,5408179240,1025403647191,540801001,"Федеральное государственное бюджетное Дошкольное Образовательное учреждение ""Детский Сад № 84""","Новосибирская область, 630090, г Новосибирск, проезд Детский, д. 6, 83.107189, 54.840858",,https://trudvsem.ru/company/1025403647191,,+7(383)3309862,,gdou84@bk.ru,
1135476008689,5405467875,1135476008689,543301001,"Общество с ограниченной ответственностью ""ПродСибАвтоматика""","Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 177, корпус 5, 82.977158, 54.994455",,https://trudvsem.ru/company/1135476008689,,+7(383)3809559,,androsenko83@gmail.com,
1099847044098,7801510334,1099847044098,780101001,"Общество с ограниченной ответственностью ""Б.Браун Авитум Руссланд Клиникс""","Новосибирская область, 630017, г Новосибирск, ул Военная, д. 9/1, 82.939124, 55.026608",,https://trudvsem.ru/company/1099847044098,,+7(8782)201237,,mcp.09@yandex.ru,
1165476186556,5403023835,1165476186556,540301001,"ООО ""Пицца №1""","Новосибирская область, 630055, г Новосибирск, ул Мусы Джалиля, д. 11, здание ""Пентагон"", 83.08987, 54.862741",,https://trudvsem.ru/company/1165476186556,,+7(383)2270510,,j.butuzova@nsk.papajohns.ru,
1025403644001,5408124259,1025403644001,540801001,МБУДО ДМШ № 10,"Новосибирская область, 630090, г Новосибирск, ул Ученых, д. 10, 83.10754, 54.833169",,https://trudvsem.ru/company/1025403644001,,,,,
1075473001053,5408248550,1075473001053,540801001,"Общество с ограниченной ответственностью ""СВО""","Новосибирская область, 630059, г Новосибирск, ш Старое, д. 75, офис 3, 83.074877, 54.924423",,https://trudvsem.ru/company/1075473001053,,+7(383)3375186,,,
1025403643880,5408184353,1025403643880,540801001,"Общество с ограниченной ответсвенностью ""Бэст Мастер""","Новосибирская область, 630055, г Новосибирск, б-р Молодежи, д. 36Б, 83.091163, 54.865145",,https://trudvsem.ru/company/1025403643880,,+7(383)2142726,,molodoi1119@yandex.ru,
1025406026436,5423102757,1025406026436,542301001,Муниципальное казенное общеобразовательное учреждение Мусинская средняя школа,"Новосибирская область, 632413, с Мусы, р-н Каргатский, ул.Заводская 3, 80.427407, 55.455106",,https://trudvsem.ru/company/1025406026436,http://s-musin.edusite.ru/,+7(38365)43339,,,
1105401002585,5401334722,1105401002585,540601001,"ООО ""КМС-УЮТ""","Новосибирская область, 630037, г Новосибирск, ул Бориса Богаткова, д. 208/2, 82.97697, 55.035111",,https://trudvsem.ru/company/1105401002585,,+7(383)2090074,+7(383)2091596,,
1095470000141,5421110865,1095470000141,542101001,"Акционерное общество ""Здвинский лесхоз""","Новосибирская область, 632951, с Здвинск, р-н Здвинский, ул Южная, д. 4, 78.657645, 54.692084",,https://trudvsem.ru/company/1095470000141,,+7(38363)21639,,zdvln@yadex.ru,
1135476107183,5403349107,1135476107183,540301001,ООО Кирпичный завод ЛИКОЛОР,"Новосибирская область, 630019, г Новосибирск, ул Петухова, д. 6/1, 82.855751, 54.939931",,https://trudvsem.ru/company/1135476107183,,+7(383)3631180,,zavod_likolor@mail.ru,
1155476133427,5429109808,1155476133427,542901001,"Общество с ограниченной ответственностью ""КУПИНО-ПЕРСОНАЛ""","Новосибирская область, 632734, г Купино, р-н Купинский, ул Элеваторская, д. 54, офис 9, 77.304315, 54.359798",,https://trudvsem.ru/company/1155476133427,,+7(38358)21557,,uzlov25@mail.ru,
1105476016140,5408280177,1105476016140,540801001,"Общество с ограниченной ответственностью ""Строительно-монтажное управление -7 Академ""","Новосибирская область, 630055, г Новосибирск, ул Разъездная, д. 14, 83.078353, 54.87101",,https://trudvsem.ru/company/1105476016140,,+7(383)3283811,,smu7nsk@ngs.ru,
1025403657872,5408125252,1025403657872,540801001,Администрация Советского района города Новосибирска,"Новосибирская область, 630090, г Новосибирск, пр-кт Академика Лаврентьева, д. 14, 83.110423, 54.845591",,https://trudvsem.ru/company/1025403657872,,+7(383)2288771,,LSinitsyna@admnsk.ru,
1085405015354,5405374229,1085405015354,540501001,"Общество с ограниченной ответственностью ""Астер Электро""","Новосибирская область, 630009, г Новосибирск, ул Большевистская, д. 109, корп. площадка 1 корпус 52, офис помещение 16, 82.92749, 55.012992",,https://trudvsem.ru/company/1085405015354,www.asterelectro.ru,+7(383)2510118,,amiga1067@mail.ru,
1165476077700,5409003095,1165476077700,540901001,"Общество с ограниченной ответственностью ""СвязьСтрой-Изделия""","Новосибирская область, 630097, г Новосибирск, ул Таловая, д. 1А, 83.06001, 54.954838",,https://trudvsem.ru/company/1165476077700,,+7(383)3376010,,mmsvs-6gb@ngs.ru,
1025404730416,5445011207,1025404730416,544501001,"Общество с ограниченной ответственностью ""Сервис-центр ""Холодильщик""","Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 131/1, 82.958312, 55.001478",,https://trudvsem.ru/company/1025404730416,,+7(383)3478206,,personal@sch-n.ru,
304540134100324,540105106412,304540134100324,nan,Индивидуальный предприниматель Гаврисенко Алексей Викторович,"Новосибирская область, 630009, г Новосибирск, ул 9-го Ноября, д. 95, 82.955886, 55.007359",,https://trudvsem.ru/company/304540134100324,,+7(383)2669019,,aleks.nsk.2006@rambler.ru,
1025405625970,5424106384,1025405625970,542401001,"Муниципальное бюджетное общеобразовательное учреждение ""Скалинская средняя общеобразовательная школа""","Новосибирская область, 633180, с Скала, р-н Колыванский, д. 6, ул.Калинина, 82.77881, 55.379086",,https://trudvsem.ru/company/1025405625970,,+725517,,skalashkola@yandex.ru,
1135476031954,5405470388,1135476031954,540501001,"Общество с ограниченной ответственостью ""Кей Зет""","Новосибирская область, 630078, г Новосибирск, ул Пермитина, д. 24, офис 420, 82.893633, 54.99179",,https://trudvsem.ru/company/1135476031954,,+7(383)3495956,,buh1@domaks.ru,
1025406227868,5429100146,1025406227868,542901001,"Закрытое акционерное общество ""Новосельское""","Новосибирская область, 632750, с Новоселье, р-н Купинский, ул Морской бульвар, д. 4, 76.880831, 54.170707",,https://trudvsem.ru/company/1025406227868,,+749241,,volchenko67@inbox.ru,
1025403910300,5410126800,1025403910300,541001001,"Муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Средняя общеобразовательная школа № 46 имени Героя России Сергея Амосова""","Новосибирская область, 630013, г Новосибирск, пгт Пашино, ул Магистральная, д. 16, 82.977958, 55.163723",,https://trudvsem.ru/company/1025403910300,,+7(383)2961815,+7(383)2961815,sch_46@mail.ru,
1025405010707,5427100630,1025405010707,542701001,"муниципальное бюджетное учреждение дополнительного образования Краснозерского района Новосибирской области ""Детско-юношеская спортивная школа""","Новосибирская область, 632902, рп Краснозерское, р-н Краснозерский, ул Мира, д. 4, 79.240472, 53.975692",,https://trudvsem.ru/company/1025405010707,,+7(38357)41722,,kkrasn@sibmail.ru,
1145476079044,5401380253,1145476079044,540101001,"Общество с ограниченной ответственностью ""АкваТермСервис-НСК""","Новосибирская область, 630015, г Новосибирск, ул Красина, д. 74, офис 35, 82.96018, 55.051716",,https://trudvsem.ru/company/1145476079044,,+7(383)2790708,,atsemshanova@gmail.com,
1025405626916,5424107927,1025405626916,542401001,"Общество с ограниченной ответственностью ""Омега""","Новосибирская область, 633180, с Скала, р-н Колыванский, д. 23, ул.Молодежная, 82.761742, 55.380058",,https://trudvsem.ru/company/1025405626916,,+7(38352)25314,,omg-07@list.ru,
1075473007576,5408252532,1075473007576,540801001,"Муниципальное бюджетное учреждение культуры города Новосибирска ""Дом культуры ""Академия""","Новосибирская область, 630090, г Новосибирск, ул Ильича, д. 4, 83.097056, 54.837996",,https://trudvsem.ru/company/1075473007576,,+7(383)3308986,,,
1025400531530,5401119972,1025400531530,540101001,Федеральное казенное профессиональное образовательное учреждение № 292 Федеральной службы исполнения наказаний России,"Новосибирская область, 630124, г Новосибирск, ш Гусинобродское, д. 139а/я, 83.032899, 55.041426",,https://trudvsem.ru/company/1025400531530,,+7(383)2402753,,profuchnvk@mail.ru,
1025401914340,5405164246,1025401914340,540501001,МБУДО ДШИ № 7 ИМ. А.П. НОВИКОВА,"Новосибирская область, 630009, г Новосибирск, ул 3 Интернационала, д. 148, 82.956506, 55.007654",,https://trudvsem.ru/company/1025401914340,http://dshi-7.ru,,,,
b635a580-9413-11ea-b631-1fdc17069750,5408125196,1025403650590,540801001,Федеральное государственное бюджетное учреждение культуры дом ученых сибирского отделения российской академии наук,"Новосибирская область, 630090, г Новосибирск, пр-кт Морской, д. 23, 83.10197, 54.836103",,https://trudvsem.ru/company/b635a580-9413-11ea-b631-1fdc17069750,http://dusoran.ru,+7(383)3302670,,,
1145476074424,5441000187,1145476074424,544101001,"Общество с ограниченной ответственностью ""Колос""","Новосибирская область, 632720, рп Чистоозерное, р-н Чистоозерный, ул Покрышкина, д. 2, 76.5773, 54.708758",,https://trudvsem.ru/company/1145476074424,,+7(38368)91889,,,
1135476105027,5424403958,1135476105027,542401001,"Общество с ограниченной ответственностью ""Игма""","Новосибирская область, 633161, рп Колывань, р-н Колыванский, ул Мира, д. 21, 82.737299, 55.315038",,https://trudvsem.ru/company/1135476105027,,+7(905)9399612,,Filimonkolivan@mail.ru,
d704ed80-17b3-11e9-980c-736ab11edb0c,7718239133,1037718024046,541043001,Новосибирский филиал ФГАУ «Оборонлес» Минобороны России,"Новосибирская область, 630110, г Новосибирск, ул Овчукова, д. 105, 82.970106, 55.09116",,https://trudvsem.ru/company/d704ed80-17b3-11e9-980c-736ab11edb0c,http://oboronles.ru/,,,,
1125476187693,5424403690,1125476187693,542401001,"Муниципальное бюджетное дошкольное образовательное учреждение ""Больше-Оешинский детский сад ""Теремок""","Новосибирская область, 633161, д Большой Оеш, р-н Колыванский, д. 12, ул.Победы, 82.717087, 55.289567",,https://trudvsem.ru/company/1125476187693,,+727330,,sad.teremok12@mail.ru,
309540716000036,540109981618,309540716000036,nan,Индивидуальный предприниматель Хилько Вячеслав Владимирович,"Новосибирская область, 630039, г Новосибирск, ул Автогенная, д. 132, корп. 2, 82.988827, 55.02475",,https://trudvsem.ru/company/309540716000036,,+7(383)2641331,,helenshop@mail.ru,
318547600021095,543850480878,318547600021095,nan,Индивидуальный предприниматель Шашерина Вера Викторовна,"Новосибирская область, 630124, г Новосибирск, ул Есенина, д. 8/4, 82.995619, 55.053026",,https://trudvsem.ru/company/318547600021095,,+7(923)2456031,,elib@ngs.ru,
358ec7c0-928a-11e5-b140-0163a9ae3d01,5405270212,1045401912060,540501001,"Общество с ограниченной ответственностью ""Посуда-Центр сервис""","Новосибирская область, 630039, г Новосибирск, ул Никитина, д. 112а, 82.971732, 55.020657",,https://trudvsem.ru/company/358ec7c0-928a-11e5-b140-0163a9ae3d01,,+7(3953)348040,,o.shadrina@irk.pc-mail.ru,
1025403906901,5410126782,1025403906901,541001001,МБОУ СОШ № 173,"Новосибирская область, 630027, г Новосибирск, ул Столетова, д. 22, 82.962875, 55.102277",,https://trudvsem.ru/company/1025403906901,,,+7(383)2728214,,
1f567130-7ec4-11ea-bd66-ef76bd2a03c1,5408180493,1025403646564,540801001,"МБУ Центр ""Радуга""","Новосибирская область, 630128, г Новосибирск, ул Кутателадзе, д. 16, 83.111618, 54.86071",,https://trudvsem.ru/company/1f567130-7ec4-11ea-bd66-ef76bd2a03c1,,,,,
1135476062985,5405473068,1135476062985,540501001,"Общество с ограниченной ответственностью ""АВАН-ТРЕЙД""","Новосибирская область, 630032, г Новосибирск, ул Большая, д. 137/1, 82.845789, 55.01054",,https://trudvsem.ru/company/1135476062985,,+7(383)3101360,,3101360@mail.ru,
308545620400052,542764463845,308545620400052,nan,Индивидуальный предприниматель Морозова Светлана Анатольевна,"Новосибирская область, 632901, рп Краснозерское, р-н Краснозерский, ул Совхозная, д. 4, 79.219487, 53.986467",,https://trudvsem.ru/company/308545620400052,,+7(913)9819683,,elena.schilowa@yandex.ru,
1125476133034,5410049320,1125476133034,541001001,"Муниципальное казенное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 50 комбинированного вида ""Семицветик""","Новосибирская область, 630110, г Новосибирск, ул Богдана Хмельницкого, д. 51/1, 82.958527, 55.079622",,https://trudvsem.ru/company/1125476133034,,+7(383)2710772,+7(383)2710722,ds50_nsk@mail.ru,
1185476049120,5408020443,1185476049120,540801001,"Общество с ограниченной ответственностью ""Дюма Новосибирск""","Новосибирская область, 630117, г Новосибирск, ул Арбузова, д. 2, 83.108043, 54.871746",,https://trudvsem.ru/company/1185476049120,,+7(383)2510022,,mehanikstps@mail.ru,
1095406009412,5406526153,1095406009412,540501001,"Открытое акционерное общество ""Городские газовые сети""","Новосибирская область, 630005, г Новосибирск, ул Татарская, д. 83, корп. 1, 82.934201, 55.051639",,https://trudvsem.ru/company/1095406009412,,+7(383)2015914,,info@ggs-nsk.ru,
1075445002160,5445253630,1075445002160,544501001,"Общество с ограниченной ответственностью ""Управляющая Компания ""Сибиряк-Сервис""","Новосибирская область, 633000, г Бердск, пер Речкуновский, д. 1, 83.093885, 54.785247",,https://trudvsem.ru/company/1075445002160,,+7(913)9059530,,uksibiryak@yandex.ru,
1185476022984,5405021417,1185476022984,540101001,"Общество с ограниченной ответственностью ""Путь""","Новосибирская область, 630028, г Новосибирск, ул Нижегородская, д. 241, офис 120, 82.983069, 54.99869",,https://trudvsem.ru/company/1185476022984,,+7(913)9054758,,nowoooo@yandex.ru,
1085473008609,5408262347,1085473008609,540801001,"Общество с ограниченной ответственностью ""Алавар.ру""","Новосибирская область, 630090, г Новосибирск, ул Кутателадзе, д. 4г, офис 451, 83.105662, 54.85802",,https://trudvsem.ru/company/1085473008609,,+7(383)3637147,,ignatieva@alawar.com,
1025405018869,5441100618,1025405018869,544101001,"Акционерное общество ""Мясокомбинат Чистоозерный""","Новосибирская область, 632721, рп Чистоозерное, р-н Чистоозерный, ул Яковлева, д. 1, 76.578773, 54.713517",,https://trudvsem.ru/company/1025405018869,,+7(38368)91849,,chis_mk@mail.ru,
850dd040-8077-11ea-b710-736ab11edb0c,5405101327,1025401908311,540501001,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный университет телекоммуникаций и информатики""","Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 86, 82.949634, 55.013998",,https://trudvsem.ru/company/850dd040-8077-11ea-b710-736ab11edb0c,https://sibsutis.ru/,+7(383)2698213,,kti@sibsutis.ru,
1135476001770,5404475834,1135476001770,540401001,"Общество с ограниченной ответственностью ""Центр новых медицинских технологий""","Новосибирская область, 630048, г Новосибирск, ул Титова, д. 7, 82.885117, 54.982187",,https://trudvsem.ru/company/1135476001770,,+7(383)3630198,+7(383)3331594,gunina_aa@cnmt.ru,
1045480001885,5417104650,1045480001885,541701001,АДМИНИСТРАЦИЯ БАГАНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ,"Новосибирская область, 632770, с Баган, р-н Баганский, д. 28, Максима Горького ул, 77.396689, 54.086391",,https://trudvsem.ru/company/1045480001885,,+7(38353)21977,,,
1055402008617,5402454170,1055402008617,540201001,"Общество с ограниченной ответственностью ""Нила""","Новосибирская область, 630017, г Новосибирск, ул Бориса Богаткова, д. 148, 82.961213, 55.024368",,https://trudvsem.ru/company/1055402008617,,+7(383)2602277,,nila.nsk@mail.ru,
1025406226999,5417102854,1025406226999,541701001,Муниципальное казенное учреждение дополнительного образования Детская школа искусств с.Баган,"Новосибирская область, 632770, с Баган, р-н Баганский, ул Ленина, д. 44, 77.663039, 54.099455",,https://trudvsem.ru/company/1025406226999,,+7(38353)21118,,muz.shkola.bagan@mail.ru,
1025406624968,5451202520,1025406624968,545101001,МКОУ НОВОЧАНОВСКАЯ СОШ,"Новосибирская область, Барабинский район, Новочановское село, Центральная улица, дом: 29;, 632313, Новосибирская область, Барабинский район, село Новочановское, ул.Центральная, дом 29, 78.179355, 54.950273",,https://trudvsem.ru/company/1025406624968,,,,,
306540533400032,540536596786,306540533400032,nan,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ НИКИТИН НИКОЛАЙ НИКОЛАЕВИЧ,"Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 48/2, 82.964151, 54.99555",,https://trudvsem.ru/company/306540533400032,,+7(913)2050588,,nikitin-nn@bk.ru,
4e5c6a60-7952-11ea-8c98-736ab11edb0c,5443003271,1095472001756,540201001,"ООО ""ЛЕГОС""","Новосибирская область, Искитимский район, Легостаево село, ул. Центральная, 18б, 83.820101, 54.640524",,https://trudvsem.ru/company/4e5c6a60-7952-11ea-8c98-736ab11edb0c,https://legos-nsk.ru/,+7(913)7990239,,legos-nsk@mail.ru,
1025404358913,5433129525,1025404358913,543301001,"МКДОУ детский сад комбинированного типа ""Чебурашка""","Новосибирская область, 630500, пгт Краснообск, р-н Новосибирский, здание 72, 82.987237, 54.918742",,https://trudvsem.ru/company/1025404358913,,+7(383)3485480,+7(383)3484234,cheburashka@edunor.ru,
3deea4d0-a50c-11e7-9e1a-4376a32b3f45,7816563265,1137847209961,781601001,ОСК-Север,"Новосибирская область, Новосибирский район, Новоборск поселок, Новоборский микрорайон, 83.101889, 54.851941",,https://trudvsem.ru/company/3deea4d0-a50c-11e7-9e1a-4376a32b3f45,,,,,
311745508200069,744516326537,311745508200069,nan,Юлия Викторовна Розенберг,"Новосибирская область, г. Новосибирск, Фрунзе улица, Советская 195, 82.914653, 55.036169",,https://trudvsem.ru/company/311745508200069,,,,,
304744436600481,744402211934,304744436600481,nan,Юлия Викторовна Розенберг,"Новосибирская область, г. Новосибирск, 25 лет Октября улица, 82.963109, 55.074144",,https://trudvsem.ru/company/304744436600481,,,,,
1025480001073,5401122100,1025480001073,775001001,"Акционерное общество коммерческий банк ""Пойдём!""","Новосибирская область, г. Бердск, Лелюха улица, 9, 83.101332, 54.764584",,https://trudvsem.ru/company/1025480001073,,+7(916)5373774,,ozhavoronkova@poidem.ru,
1145476027465,5404505655,1145476027465,540401001,"ООО ""Сибдорсервис""","Новосибирская область, г. Новосибирск, Энергетиков проезд, 11/3, 11/3, 82.878353, 55.008134",,https://trudvsem.ru/company/1145476027465,,+7(983)1345531,,sibds@inboxs.ru,
1118610002235,8610026406,1118610002235,861001001,"ЗАО ""ПриобьНИПИ""","Новосибирская область, г. Новосибирск, Ленина улица, предоставление резюме на эл.адрес: priobnipiresume@mail.ru, 82.903272, 55.031892",,https://trudvsem.ru/company/1118610002235,,+7(34672)55933,,Priobnipi@mail.ru,
422f9060-7b12-11e6-8eb1-037acc02728d,2630800190,1112651014475,263001001,"ООО ""Ангар""","Новосибирская область, г. Обь, аэропорт Толмачево территория, 71А, 82.693758, 54.994594",,https://trudvsem.ru/company/422f9060-7b12-11e6-8eb1-037acc02728d,http://s7.ru,,,,
00925700-a49e-11ea-a382-3bfa22f2d66b,5404144014,1205400016117,540401001,"ООО ""АМТ-54""","Новосибирская область, г. Новосибирск, Плахотного улица, 19, 82.881021, 54.985783",,https://trudvsem.ru/company/00925700-a49e-11ea-a382-3bfa22f2d66b,http://amt-siberia.ru,,,,
1162468125973,2465157431,1162468125973,nan,"ООО ""Региональный Резерв""","Новосибирская область, г. Новосибирск, Новосибирская улица, 18, 82.842079, 54.988934",True,https://trudvsem.ru/company/1162468125973,,,,2295245@mail.ru,
1025403910245,5410111264,1025403910245,541001001,"АО ""НЦМ""","Новосибирская область, г. Новосибирск, Богдана Хмельницкого улица, 84, 82.97016, 55.084997",,https://trudvsem.ru/company/1025403910245,http://novosibirskcvetmet.ru,+7(383)2716784,+7(383)2713940,cvetmet@online.nsk.su,
1145476041292,5408307862,1145476041292,540801001,Вольха,"Новосибирская область, г. Новосибирск, Рубиновая улица, 4, Левый цоколь, 83.085046, 54.868321",,https://trudvsem.ru/company/1145476041292,http://вольха.рф,+7(993)0223377,,egorfedor2020@yandex.ru,
02b31320-d09b-11ea-9c21-e736a3d3ed84,1832029035,1021801444246,183201001,"ООО ""Дельта""","Новосибирская область, г. Новосибирск, Никитина улица, 20, 82.958069, 55.010535",,https://trudvsem.ru/company/02b31320-d09b-11ea-9c21-e736a3d3ed84,,,,,
1025403872196,5409104632,1025403872196,540901001,"МБУК ПКиО ""Первомайский""","Новосибирская область, г. Новосибирск, Маяковского улица, 5а, Одноэтажное(серое) административное здание на территории парка, 83.096733, 54.970815",,https://trudvsem.ru/company/1025403872196,,+7(383)3373325,,pkpervomai@mail.ru,
1115476117547,5410043913,1115476117547,540301001,ООО Комплект Новосибирск,"Новосибирская область, г. Новосибирск, Северный (Кировский р-н) проезд, 41/1, 630088, г Новосибирск, проезд Северный (Кировский р-н), д. 41/1, 2 этаж, 82.926547, 54.945852",,https://trudvsem.ru/company/1115476117547,,+7(383)3253982,,office.manager@komplektmebel.ru,
1075410005593,5410013740,1075410005593,541001001,"ООО ""Ремп""","Новосибирская область, г. Новосибирск, Новосибирская улица, 630129, г Новосибирск, ул Тайгинская, д. 9, 82.843534, 54.989884",,https://trudvsem.ru/company/1075410005593,http://rempnsk.ru/,+7(383)3630320,,remp54@yandex.ru,
1025401907013,5405128569,1025401907013,540501001,МБОУ СОШ № 194,"Новосибирская область, г. Новосибирск, Лазурная улица, 10/1, 83.00877, 55.032155",,https://trudvsem.ru/company/1025401907013,,,,,
319547600043371,544300697727,319547600043371,nan,Индивидуальный предприниматель Серков Иван Сергеевич,"Новосибирская область, 633209, г Искитим, ул Пушкина, д. 81, 83.305474, 54.634615",,https://trudvsem.ru/company/319547600043371,,+7(913)7273823,,Serkov08@mail.ru,
304547229400020,544305193586,304547229400020,nan,Индивидуальный предприниматель Елисеев Павел Геннадьевич,"Новосибирская область, 633227, п Чернореченский, р-н Искитимский, ул Тепличная, д. 14а, магазин ""АвтоКолесо"", 83.272192, 54.655584",,https://trudvsem.ru/company/304547229400020,,+7(38343)68008,,yul.eliseeva2013@yandex.ru,
304547235700110,544612091233,304547235700110,nan,Индивидуальный предприниматель Мартынов АлександрАлексеевич,"Новосибирская область, 633203, г Искитим, мкр Индустриальный, д. 24, 83.302411, 54.624999",,https://trudvsem.ru/company/304547235700110,,+7(8903)9367271,,krepezhideya@yandex.ru,
70f57bd0-756e-11ea-8ad4-037acc02728d,5433962889,1175476065588,543301001,"МКДОУ-детский сад ""Лесная сказка""","Новосибирская область, 630554, п Ложок, р-н Новосибирский, ул Солнечная, д. 1А, Горки Академпарка, 83.17406, 54.840557",,https://trudvsem.ru/company/70f57bd0-756e-11ea-8ad4-037acc02728d,,,,,
1105476069600,5408283308,1105476069600,540801001,"Общество с ограниченной ответственностью ""Новосибирский завод конденсаторов""","Новосибирская область, 630098, г Новосибирск, ул Часовая, д. 6, 82.981596, 54.865995",,https://trudvsem.ru/company/1105476069600,,+7(383)3451826,,personal@po-nzk.ru,
1075473019566,5408257996,1075473019566,540801001,"Общество с ограниченной ответственностью ""Сайберс""","Новосибирская область, 630090, г Новосибирск, пр-кт Академика Лаврентьева, д. 6/1, офис 605, 83.100623, 54.851163",,https://trudvsem.ru/company/1075473019566,,+7(383)3306626,,olga.polikarpova@sibers.com,
1025403656695,5408158530,1025403656695,540801001,МКДОУ д/с № 251,"Новосибирская область, 630055, г Новосибирск, ул Лыкова, д. 9, 83.084714, 54.861829",,https://trudvsem.ru/company/1025403656695,http://ds-251.nios.ru,Рабочий (383) 3322539,,ds_251_nsk@nios.ru,
1025405824476,5425109645,1025405824476,542501001,Государственное учреждение - управление пенсионного фонда Российской Федерации в Коченевского районе Новосибирской области (межрайонное),"Новосибирская область, 632640, рп Коченево, р-н Коченевский, д. 34, ул.Плахотного, 82.20794, 55.025194",,https://trudvsem.ru/company/1025405824476,,+7(38351)22055,+7(38351)22051,upfr22@064.pfr.ru,
1037701021841,7701330105,1037701021841,770901001,ФГП ВО ЖДТ РОССИИ,"Новосибирская область, 630025, г Новосибирск, ул Баганская, д. 38/1, ст. Инская, 83.087238, 54.966406",,https://trudvsem.ru/company/1037701021841,,,,,
1175476126748,5401981021,1175476126748,540101001,"Общество с ограниченной ответственностью ""Участок жилищного хозяйства №2""","Новосибирская область, 630124, г Новосибирск, ул Есенина, д. 15, 82.991145, 55.049643",,https://trudvsem.ru/company/1175476126748,,+7(383)2676562,,dzgeu2@yandex.ru,
1025401015925,5402126073,1025401015925,540201001,"Муниципальное казенное дошкольное образовательноеучреждение города Новосибирска ""Детский сад № 46 комбинированного вида ""Зоренька""","Новосибирская область, 630040, г Новосибирск, ул Кубовая, д. 102а, 82.893866, 55.128938",,https://trudvsem.ru/company/1025401015925,,+7(383)2036930,,ds_46_nsk@nios.ru,
1025403647323,5408179272,1025403647323,540801001,"Федеральное государственное бюджетное дошкольное образовательное учреждение ""Центр развития ребенка-Детский сад № 477""","Новосибирская область, 630128, г Новосибирск, ул Полевая, д. 7, 83.105797, 54.866674",,https://trudvsem.ru/company/1025403647323,,+7(383)3321052,,gdou477@mail.ru,
1125476089617,5408295303,1125476089617,540801001,"Общество с ограниченной ответственностью ""База-13""","Новосибирская область, 630056, г Новосибирск, ул Варшавская, д. 7, 82.963657, 54.857761",,https://trudvsem.ru/company/1125476089617,,+7(913)9340173,,baza0173@yandex.ru,
1105476089476,5406651806,1105476089476,540060100,"Государственное автономное образовательное учреждение дополнительного профессионального образования Новосибирской области ""Учебно-методический центр по гражданской обороне и черезвычайным ситуациям Новосибирской области""","Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 18, 82.897756, 55.028517",,https://trudvsem.ru/company/1105476089476,,+7(383)3499129,,gochs@nso.ru,
